Ticker,Start Date,End Date,# Days,Annual Return,Annual Volatility,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio
AAPL,2010-01-04,2025-05-09,3862,0.2641354033381276,0.28388112516023184,0.9304436960683486,1.2937459601814856,-0.43797158028507455,0.6030879975504404
MSFT,2010-01-04,2025-05-09,3862,0.22501704578134635,0.25788829472978736,0.8725368711174613,1.2246875819874703,-0.37148488677896385,0.6057232845524428
GOOGL,2010-01-04,2025-05-09,3862,0.1869592103707304,0.27631324243892247,0.6766205221309896,0.9392130368603425,-0.44320051864860355,0.42183887992911645
SPY,2010-01-04,2025-05-09,3862,0.13817938528100354,0.1740464553738068,0.793922432859836,0.974956664500523,-0.3371724452409621,0.40981814270811157
