Date,Close,High,Low,Open,Volume,MA5,Dist_MA5,MA10,Dist_MA10,MA20,Dist_MA20,MA50,Dist_MA50,MA200,Dist_MA200,RSI,EMA12,EMA26,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Std,BB_Upper,BB_Lower,BB_Width,BB_Position,ATR,Volatility_5,Volatility_10,Volatility_20,Return_lag_1,Return_lag_2,Return_lag_3,Return_lag_5,Return_lag_10,Return_lag_20,ROC_5,ROC_10,ROC_20,Volume_Change,Volume_MA5,Volume_MA10,OBV,Vol_Price_Ratio,CMF,ADX,Stoch_K,Stoch_D,CCI,Williams_R,Dist_from_20d_High,Dist_from_20d_Low,Ichimoku_Conversion,Ichimoku_Base,Day_of_Week,Month,Day_of_Week_sin,Day_of_Week_cos,Month_sin,Month_cos,Future_Return,Signal,Signal_Class
2010-10-18,9.56976318359375,9.599855858683124,9.458115405370824,9.583907094463438,1093010800,9.23109130859375,3.6688173009913783,8.999521446228027,6.336356224860484,8.807749462127685,8.651628032139612,8.139174900054932,17.57657626363529,7.387423143386841,29.54128926756445,83.388451960401,9.011080740540757,8.688885805414273,0.32219493512648434,0.2646632465630927,0.057531688563391636,8.807749462127685,0.3025280544128095,9.412805570953303,8.202693353302067,0.13739176197672065,100.0,0.17902236632017815,0.2347651285872271,0.22875672151001913,0.22813028061475443,0.010357687071185895,0.05189986418609571,0.059505247941436634,0.07665202000255134,0.14125709715640622,0.12276229342106015,7.6652020002551335,14.125709715640621,12.276229342106015,0.18522870458927287,727827520.0,630652960.0,15153628000.0,114215031.13826686,0.16463509497047635,29.123538701369654,97.57464961248978,98.78075570587528,108.55399114507775,-2.4253503875102274,-0.31347007217983336,15.636356599677015,9.092177746329872,8.795153869808386,0,10,0.0,1.0,-0.8660254037844386,0.5000000000000001,-0.028804965686806017,-1,0
2010-10-19,9.31367015838623,9.442470528729324,9.028684010599292,9.130400318589512,1232784000,9.2969970703125,0.17933842452173554,9.061363697052002,2.7844204224614977,8.846449995040894,5.281442427270244,8.167908325195313,14.027603978568393,7.401789839267731,25.829973028626885,70.06208970885963,9.05763295867083,8.73516612785664,0.32246683081418936,0.276223963413312,0.04624286740087735,8.846449995040894,0.3156505520056898,9.477751099052274,8.215148891029514,0.1427241671778559,87.00454191958094,0.20488356679691241,0.3820334706854444,0.2655969469675468,0.2558072032980566,-0.026760643946399987,-0.0166801352510344,0.02375034645334506,0.03667894301344243,0.0711218970548042,0.09063718035281099,3.6678943013442433,7.112189705480421,9.063718035281099,0.12787906578782193,862675520.0,703734640.0,13920844000.0,132362857.93200165,0.22211659899503622,28.35326737518526,76.93456640017885,91.28640041701543,65.12652642706027,-23.065433599821155,-2.9811458058303764,12.541853233454137,9.117007174889322,8.795153869808386,1,10,0.9510565162951535,0.30901699437494745,-0.8660254037844386,0.5000000000000001,-0.0046530387644350135,0,1
2010-10-20,9.344962120056152,9.456910424996057,9.23482027540657,9.298919079462504,721624400,9.359530639648437,-0.15565438218204664,9.125583171844482,2.4039992193433557,8.880726432800293,5.2274517267105525,8.198676013946534,13.98135630874673,7.416257317066193,26.00644395862115,70.67869704947148,9.101837445037802,8.7803362013529,0.3215012436849012,0.28527941946762986,0.036221824217271326,8.880726432800293,0.3311154818238233,9.542957396447939,8.218495469152646,0.14913891755560585,85.05088954907778,0.2061126084249535,0.3829890157536872,0.2642701112247404,0.2533122782947468,0.0033597884762694985,-0.023490765573279115,-0.013376388500963898,0.03461665853838536,0.07379201585708106,0.07916554424556455,3.461665853838536,7.379201585708106,7.9165544245564545,-0.4146384119196874,880981920.0,708810200.0,14642468400.0,77220687.54577936,0.1788335224582829,27.686517794704024,79.45657453460682,84.6552635157585,74.5801555937626,-20.543425465393184,-2.6551829775279256,12.919970055045905,9.16349923590086,8.83006168649004,2,10,0.5877852522924732,-0.8090169943749473,-0.8660254037844386,0.5000000000000001,-0.008694544685257322,0,1
2010-10-21,9.314568519592283,9.471656641985543,9.232713685829816,9.40003386333978,551460000,9.402924537658691,-0.939665289373981,9.186672592163086,1.3921898940678634,8.911722946166993,4.520400553953019,8.234385070800782,13.117961323206085,7.43108592748642,25.345993983721236,69.18812553757766,9.134565302661569,8.81990896566693,0.3146563369946396,0.2911548029730318,0.02350153402160776,8.911722946166993,0.3416281644590702,9.594979275085134,8.228466617248852,0.15333877254611356,79.47982743629693,0.20845763326286587,0.3898651974283915,0.2673375582667432,0.25459146511128883,-0.003252404886547211,9.645619726450505e-05,-0.02666676897908704,0.023849093518712117,0.0701880816053182,0.07130029442834673,2.3849093518712117,7.01880816053182,7.130029442834673,-0.2358074366664985,904214640.0,723116240.0,14091008400.0,59204030.636530064,0.17693607397322964,27.119811636071148,77.0069707541538,77.79937056297983,71.52318419085802,-22.99302924584619,-2.9717877360918576,12.55270859265012,9.200965208045286,8.855040531466305,3,10,-0.587785252292473,-0.8090169943749476,-0.8660254037844386,0.5000000000000001,-0.013827740727403781,-1,0
2010-10-22,9.252878189086914,9.330218493617217,9.21766908053994,9.301027438565807,372778000,9.359168434143067,-1.1356804378944263,9.226998138427735,0.28048180210848983,8.934518766403198,3.5632520453239724,8.267897300720215,11.913317891368802,7.4456647729873655,24.27202232708705,66.13922663180256,9.152767285188546,8.851980759994335,0.30078652519421034,0.29308114741726754,0.007705377776942801,8.934518766403198,0.3487051264765927,9.631929019356383,8.237108513450012,0.15611590756867239,72.82440079821187,0.20160704610675237,0.22225614468580235,0.2690248303607602,0.255106403190217,-0.006622993902037355,-0.009853858130854043,-0.00652717653357926,-0.023098437597226185,0.04556753153348092,0.05182657557232351,-2.3098437597226185,4.556753153348092,5.182657557232351,-0.32401624777862403,794331440.0,694553720.0,13718230400.0,40287788.55423214,0.16023263505360197,26.50925741360006,68.98871738094377,75.15075422323481,59.057532584472895,-31.011282619056235,-3.614404994241316,11.807272689983206,9.200965208045286,8.91793482271567,4,10,-0.9510565162951536,0.30901699437494723,-0.8660254037844386,0.5000000000000001,-0.021107987696996178,-1,0
2010-10-25,9.294106483459473,9.377164303362,9.2820687688711,9.301630456870084,392462000,9.304037094116211,-0.10673442674705713,9.26756420135498,0.2863997651142425,8.961121463775635,3.715885573361466,8.303853139877319,11.925227083156042,7.460239109992981,24.58188466117701,67.18013199084909,9.174511777230226,8.884730813584346,0.2897809636458799,0.29242111066299004,-0.0026401470171101282,8.961121463775635,0.3550918854304326,9.6713052346365,8.25093769291477,0.15850332432870298,73.44358131981825,0.19608412240449044,0.20010561178786798,0.2690235698305153,0.25395724955514715,0.004455726480997457,-0.0021967776703527564,-0.00544203774647023,-0.028804965686806017,0.04563909550974765,0.06072252423299984,-2.8804965686806017,4.563909550974765,6.072252423299984,0.05280354527359443,654221680.0,691024600.0,14110692400.0,42226974.77142708,0.17330925613616338,26.1288239611994,69.88747714507481,71.96105509339081,66.28722631909582,-30.11252285492519,-3.184937146187461,12.305455315676062,9.310959036393152,8.93779748222078,0,10,0.0,1.0,-0.8660254037844386,0.5000000000000001,-0.015088896224410342,-1,0
2010-10-26,9.270333290100098,9.32119142933779,9.19810780547331,9.234822835314688,392929600,9.295369720458984,-0.2693430289682941,9.296183395385743,-0.2780722387477397,8.99300570487976,3.0838141809456987,8.340212182998657,11.1522475291153,7.474975945949555,24.01823573925195,65.92172883788774,9.189253548440975,8.91329395999292,0.275959588448055,0.28912880622000303,-0.013169217771948016,8.99300570487976,0.352666537207539,9.698338779294838,8.287672630464682,0.1568625880071114,69.65933509146166,0.19086980108020407,0.07439957733543298,0.2687884868868615,0.24615887206646145,-0.0025578783072567335,0.0018864509676319585,-0.004749036887660596,-0.0046530387644350135,0.031855235705327445,0.07386896668444543,-0.46530387644350135,3.1855235705327445,7.3868966684445425,0.0011914529304748456,486250800.0,674463160.0,13717762800.0,42385703.69628612,0.15251611729394055,25.272053837096646,65.87724274259934,68.25114575620599,51.15012498321086,-34.122757257400664,-3.4325782952769224,10.901092241002841,9.314269934641208,8.93779748222078,1,10,0.9510565162951535,0.30901699437494745,-0.8660254037844386,0.5000000000000001,0.004252390966899444,0,1
2010-10-27,9.263711929321287,9.32600508978658,9.196602879710518,9.258294958066545,399002800,9.279119682312011,-0.16604757259564007,9.319325160980224,-0.5967517035652681,9.023791599273682,2.6587530020852457,8.373832712173462,10.62690464133782,7.490039293766022,23.68041829942731,65.55341445793712,9.200708683961023,8.939250846609836,0.26145783735118755,0.28359461244623996,-0.022136775095052408,9.023791599273682,0.34780465093470303,9.71940090114309,8.328182297404275,0.15417228871406916,67.24533652747554,0.1864792588656225,0.06459924841503237,0.2691944551686526,0.24657322958665148,-0.0007142527211919658,-0.003270304056907203,0.001170850843702942,-0.008694544685257322,0.025621137768611968,0.07119776967095226,-0.8694544685257322,2.562113776861197,7.119776967095226,0.015456203859419038,421726480.0,651354200.0,13318760000.0,43071589.77354267,0.1657237621338399,24.498430486508376,61.48288901649514,65.74920296805645,46.704954540351736,-38.51711098350486,-3.5015518390080103,10.82188083408655,9.314269934641208,8.93779748222078,2,10,0.5877852522924732,-0.8090169943749473,-0.8660254037844386,0.5000000000000001,0.01614533114343808,1,2
2010-10-28,9.185769081115724,9.268826890299929,9.055163109029117,9.267321774377734,551051200,9.2533597946167,-0.7304451031969639,9.328142166137695,-1.5262748196398945,9.056127023696899,1.431539741874155,8.405232362747192,9.286319338748417,7.504272058010101,22.407196995353917,61.217512360157656,9.198410283523286,8.957511456573235,0.24089882695005116,0.2750554553470022,-0.03415662839695105,9.056127023696899,0.3299724383557721,9.716071900408442,8.396182146985355,0.14574549914873886,59.82218833676099,0.1884210104659932,0.08062470380641655,0.2731852820483917,0.24336486065542712,-0.008413781516549479,-0.009122024671397777,-0.01165656994962927,-0.013827740727403781,0.009691573709547985,0.07573532023193619,-1.3827740727403781,0.9691573709547985,7.573532023193619,0.3810710100279997,421644720.0,662929680.0,12767708800.0,59989663.91751142,0.20227895936107715,22.948557507811486,48.09520141606961,58.48511105838804,24.371601728523625,-51.9047985839304,-4.313468698520673,9.88944974149546,9.314269934641208,8.93779748222078,3,10,-0.587785252292473,-0.8090169943749476,-0.8660254037844386,0.5000000000000001,0.04268760193260435,1,2
2010-10-29,9.057568550109863,9.20502729931471,9.054257777706855,9.155372945539437,430511200,9.214297866821289,-1.7009360775689042,9.286733150482178,-2.467655704744953,9.083903264999389,-0.2899052766336063,8.435987949371338,7.368201619880765,7.518047378063202,20.477673185976553,54.79740384453558,9.176742324536605,8.964923093131503,0.2118192314051015,0.26240821055862207,-0.050588979153520564,9.083903264999389,0.30316903178700183,9.690241328573393,8.477565201425385,0.13349725242236926,47.828380199793315,0.18573161840469754,0.11300639714130536,0.16624899331216483,0.24992144808977867,-0.01395642867502711,-0.02225278384995366,-0.022951142459726737,-0.021107987696996178,-0.04371886375760026,0.0653401516246872,-2.1107987696996178,-4.371886375760026,6.53401516246872,-0.21874555395215545,433191360.0,613761400.0,12337197600.0,47530548.36055071,0.18866972339570817,21.504244639212644,32.025567946237175,47.20121945960066,6.527821633804809,-67.97443205376283,-5.64891094779052,8.3557854740403,9.250170326292418,8.93779748222078,4,10,-0.9510565162951536,0.30901699437494723,-0.8660254037844386,0.5000000000000001,0.05365837017529462,1,2
