Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,SMA_200,RSI,returns,returns_lag_1,returns_lag_3,returns_lag_5,returns_lag_10,label
2010-01-22,82.65042114257812,84.56513102584948,82.55960274109093,84.15645688007652,345942400.0,85.99818801879883,85.99818801879883,85.99818801879883,27.00577839252232,-0.0222919284334857,-0.0192288661363376,0.0124952595209888,0.0027049718711069,0.0042213623364226,0
2010-01-25,83.0742416381836,83.5586007470118,82.80179793951685,83.40723672114449,186937500.0,85.80325826009114,85.80325826009114,85.80325826009114,31.2514301233237,0.0051278685546483,-0.0222919284334857,-0.010168617742104,-0.0112243618931316,0.0033278453386638,0
2010-01-26,82.72608947753906,83.60398325568588,82.52175531825071,82.74879263146605,211168800.0,85.61093521118164,85.61093521118164,85.61093521118164,29.722080053426,-0.0041908557186817,0.0051278685546483,-0.0192288661363376,0.0124952595209888,0.0013964995911954,0
2010-01-27,83.1196060180664,83.30880661132944,81.98440245848815,82.6201136803589,271863600.0,85.46438643511604,85.46438643511604,85.46438643511604,33.6730662452308,0.0047568613845114,-0.0041908557186817,-0.0222919284334857,-0.010168617742104,-0.0093262154442844,0
2010-01-28,82.16605377197266,83.43748230471662,81.6665670844368,83.3920759987439,316104000.0,85.28114573160808,85.28114573160808,85.28114573160808,29.364996276004675,-0.0114720496375607,0.0047568613845114,0.0051278685546483,-0.0192288661363376,0.0084462599746544,0
2010-01-29,81.2730484008789,83.09694583444004,81.14439331668785,82.52177411683424,310677600.0,85.07019324051707,85.07019324051707,85.07019324051707,26.009023757576287,-0.0108683005949393,-0.0114720496375607,-0.0041908557186817,-0.0222919284334857,0.0027049718711069,0
2010-02-01,82.53689575195312,82.54446539521217,81.35628545716766,81.84820833797694,187865000.0,84.94352836608887,84.94352836608887,84.94352836608887,36.98531130264626,0.0155506330320021,-0.0108683005949393,0.0047568613845114,0.0051278685546483,-0.0112243618931316,-1
2010-02-02,83.53587341308594,83.69480127478081,82.40066945188319,82.68825815071328,216327900.0,84.83190155029297,84.87649717785064,84.87649717785064,44.050427780417024,0.0121034072342025,0.0155506330320021,-0.0114720496375607,-0.0041908557186817,0.0124952595209888,-1
2010-02-03,83.1196060180664,83.61152871533909,82.87742948964747,83.15744267235267,172730700.0,84.68810729980468,84.79663848876953,84.79663848876953,41.94029255019339,-0.0049830974168556,0.0121034072342025,-0.0108683005949393,0.0047568613845114,-0.010168617742104,-1
2010-02-04,80.55406951904297,82.51418545544911,80.53893023383502,82.47634879032029,356715700.0,84.41301002502442,84.61217896834664,84.61217896834664,31.8225146998483,-0.0308655998497611,-0.0049830974168556,0.0155506330320021,-0.0114720496375607,-0.0192288661363376,0
2010-02-05,80.72056579589844,80.88705751305754,79.14641504684043,80.64488091889058,493585800.0,84.12807388305664,84.45002841949463,84.45002841949463,32.952946568902746,0.0020668884619927,-0.0308655998497611,0.0121034072342025,-0.0108683005949393,-0.0222919284334857,0
2010-02-08,80.1378173828125,81.22761484570208,80.07727179621976,80.78109836201179,224166900.0,83.7996208190918,84.27753997802735,84.27753997802735,31.014602414204035,-0.0072193301340257,0.0020668884619927,-0.0049830974168556,0.0155506330320021,0.0051278685546483,1
2010-02-09,81.14437103271484,81.84819764122592,80.42540513966422,81.07625580017749,337820500.0,83.5154411315918,84.1570334801307,84.1570334801307,37.81822566857,0.0125602828074804,-0.0072193301340257,-0.0308655998497611,0.0121034072342025,-0.0041908557186817,1
2010-02-10,80.98544311523438,81.43195385167571,80.30431966020537,81.01571591034069,240511500.0,83.2638038635254,84.03956717031973,84.03956717031973,37.194477200543545,-0.0019585821598936,0.0125602828074804,0.0020668884619927,-0.0049830974168556,0.0047568613845114,1
2010-02-11,81.83307647705078,81.92389488256215,80.41028943438548,80.879509201941,223591600.0,83.01822166442871,83.96076393127441,83.96076393127441,42.62936442246853,0.0104664903865538,-0.0019585821598936,-0.0072193301340257,-0.0308655998497611,-0.0114720496375607,1
2010-02-12,81.76495361328125,81.81035992162776,80.6070465588802,80.97030857354355,304622100.0,82.75750122070312,83.88504633410224,83.88504633410224,42.31245839541066,-0.0008324612333087,0.0104664903865538,0.0125602828074804,0.0020668884619927,-0.0108683005949393,1
2010-02-16,83.05152130126953,83.13477005479244,81.59846159714496,82.38553704703227,159317500.0,82.6099235534668,83.85726216634114,83.85726216634114,49.88912312953138,0.0157349528267731,-0.0008324612333087,-0.0019585821598936,-0.0072193301340257,0.0155506330320021,0
2010-02-17,83.44503021240234,83.55855172171091,83.05148974999179,83.45259407879745,168845100.0,82.42828979492188,83.84396436137538,83.84396436137538,51.9671034511764,0.0047381300783806,0.0157349528267731,0.0104664903865538,0.0125602828074804,0.0121034072342025,0
2010-02-18,83.9369888305664,84.11105021525752,83.27856841391136,83.30884121428075,193708600.0,82.31552696228027,83.8468713760376,83.8468713760376,54.50698151040818,0.0058956011749509,0.0047381300783806,-0.0008324612333087,-0.0019585821598936,-0.0049830974168556,0
2010-02-19,84.11103820800781,84.43646354808986,83.52073311993932,83.7175034072773,222684900.0,82.29433555603028,83.85487643155184,83.85487643155184,55.40541270595319,0.0020735718527231,0.0058956011749509,0.0157349528267731,0.0104664903865538,-0.0308655998497611,0
