Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,SMA_200,RSI,returns,returns_lag_1,returns_lag_3,returns_lag_5,returns_lag_10,label
2010-01-22,21.75888061523437,22.690546683515283,21.66872030738284,22.540277592999715,102004600.0,22.91380214691162,22.91380214691162,22.91380214691162,25.280207404764624,-0.0349884283236605,-0.0189607248589088,0.0077769945576668,0.0200988351021611,-0.0103996282788575,-1
2010-01-25,22.029356002807617,22.28481249940812,21.864061212742705,21.96924867614113,63373000.0,22.854839070638025,22.854839070638025,22.854839070638025,32.58373077670407,0.0124305745482087,-0.0349884283236605,-0.0163982144342457,-0.0032300570034173,0.0068965367752074,-1
2010-01-26,22.16460609436035,22.427576283789243,21.856555751423496,21.939203893748296,66639900.0,22.811699509620667,22.811699509620667,22.811699509620667,35.95487507268837,0.0061395390557716,0.0124305745482087,-0.0189607248589088,0.0077769945576668,-0.0127201764856282,-1
2010-01-27,22.29233741760254,22.405038533213933,21.8039649612382,22.051907988812246,63949500.0,22.78114879832548,22.78114879832548,22.78114879832548,39.05442972897928,0.0057628510382004,0.0061395390557716,-0.0349884283236605,-0.0163982144342457,-0.0066072875987874,-1
2010-01-28,21.909143447875977,22.44259727707164,21.70628066354501,22.420056490010914,117513700.0,22.732704056633843,22.732704056633843,22.732704056633843,33.77365940413215,-0.0171894926291571,0.0057628510382004,0.0124305745482087,-0.0189607248589088,0.0093117279025964,-1
2010-01-29,21.172832489013672,22.48016830469287,20.78213403382528,22.465141110322826,193888500.0,22.65060555307489,22.65060555307489,22.65060555307489,26.38970779693915,-0.0336074735470175,-0.0171894926291571,0.0061395390557716,-0.0349884283236605,0.0200988351021611,0
2010-02-01,21.34564208984375,21.39823583993672,20.97748440612076,21.3306148946537,85931100.0,22.58535737991333,22.58535737991333,22.58535737991333,30.244327512573363,0.0081618555722171,-0.0336074735470175,0.0057628510382004,0.0124305745482087,-0.0032300570034173,-1
2010-02-02,21.38321113586425,21.41326552974565,21.142781717102554,21.31559161577586,54413700.0,22.491815090179443,22.528112320672896,22.528112320672896,31.08917329505654,0.0017600335404468,0.0081618555722171,-0.0171894926291571,0.0061395390557716,0.0077769945576668,0
2010-02-03,21.51093292236328,21.631149028371247,21.12774954804966,21.2329370286007,61397900.0,22.404283428192137,22.481876893477008,22.481876893477008,34.01509052463389,0.0059729937513834,0.0017600335404468,-0.0336074735470175,0.0057628510382004,-0.0163982144342457,-1
2010-02-04,20.917383193969727,21.413269316118235,20.89484239457293,21.32310755160368,77850000.0,22.29421215057373,22.41385542828104,22.41385542828104,28.053768365159385,-0.027592932883747,0.0059729937513834,0.0081618555722171,-0.0171894926291571,-0.0189607248589088,0
2010-02-05,21.05261993408203,21.247969181476744,20.714515191846512,21.037592738188835,80960100.0,22.20292406082153,22.35713728268941,22.35713728268941,31.02007436042192,0.006465280042835,-0.027592932883747,0.0017600335404468,-0.0336074735470175,-0.0349884283236605,0
2010-02-08,20.82722282409668,21.09770670267999,20.714521685711208,21.045112933638286,52820600.0,22.09247703552246,22.295940704345703,22.295940704345703,28.88268430530232,-0.0107063686463296,0.006465280042835,0.0059729937513834,0.0081618555722171,0.0124305745482087,1
2010-02-09,21.045106887817383,21.293049894265646,20.84975763530173,21.015052495243136,59195800.0,22.00757541656494,22.247831711402306,22.247831711402306,33.642526952569,0.010461503464044,-0.0107063686463296,-0.027592932883747,0.0017600335404468,0.0061395390557716,1
2010-02-10,21.030075073242188,21.217910686364828,20.917373991983,21.06012945921637,48591300.0,21.92943572998047,22.20272961369267,22.20272961369267,33.476062221694846,-0.0007142664874701,0.010461503464044,0.006465280042835,0.0059729937513834,0.0057628510382004,1
2010-02-11,21.12775611877441,21.33813114530305,20.81219214590908,20.985000612863992,65993700.0,21.84566116333008,22.16433770315988,22.16433770315988,35.702503575000634,0.0046448262876868,-0.0007142664874701,-0.0107063686463296,-0.027592932883747,-0.0171894926291571,1
2010-02-12,20.984996795654297,21.08267069262233,20.722026627255875,20.89483506277661,81117200.0,21.731832695007324,22.123670775314856,22.123670775314856,33.91594954175582,-0.0067569562199393,0.0046448262876868,0.010461503464044,0.006465280042835,-0.0336074735470175,1
2010-02-16,21.40017509460449,21.41527256523432,21.151072588308526,21.234105797224483,51935600.0,21.6425199508667,22.09955425262451,22.09955425262451,42.86959040559975,0.019784530014137,-0.0067569562199393,-0.0007142664874701,-0.0107063686463296,0.0081618555722171,0
2010-02-17,21.581335067749023,21.626626028626173,21.407718517908545,21.53604410687188,45882900.0,21.553249168396,22.0828375047253,22.0828375047253,46.28920293435849,0.0084653500424027,0.019784530014137,0.0046448262876868,0.010461503464044,0.0017600335404468,0
