Date,Close,High,Low,Open,Volume
2010-01-04,23.254056930541992,23.36675804792094,22.98357310237455,23.006113899079324,38409100.0
2010-01-05,23.26156616210937,23.36675510039044,23.02113675987656,23.178919450762017,49749600.0
2010-01-06,23.11880874633789,23.3517245168276,22.930973123958942,23.20145544569562,58182400.0
2010-01-07,22.878381729125977,23.066217370800008,22.68303248981632,23.013622187350617,50559700.0
2010-01-08,23.036163330078125,23.201458181355395,22.7205993899508,22.750653780949705,51197400.0
2010-01-11,22.743139266967773,23.111296943439317,22.63043817140664,23.07372895620415,68754700.0
2010-01-12,22.59286880493164,22.840811773258697,22.472654119262288,22.65297614776632,65912100.0
2010-01-13,22.803247451782227,22.930975746933075,22.54779086148053,22.735626505345177,51863500.0
2010-01-14,23.26156616210937,23.36675510039044,22.735627202993157,22.773193759689928,63228100.0
2010-01-15,23.186429977416992,23.471939496481504,23.07372745611081,23.351724811288857,79913200.0
2010-01-19,23.36675071716309,23.47193820264039,23.05118682765916,23.103780570397817,46575700.0
2010-01-20,22.983577728271484,23.24654801046528,22.773201215901903,23.14887263815796,54849500.0
2010-01-21,22.547792434692383,23.081245012613525,22.54027883644489,22.99859829803575,73086700.0
2010-01-22,21.75888061523437,22.690546683515283,21.66872030738284,22.540277592999715,102004600.0
2010-01-25,22.029356002807617,22.28481249940812,21.864061212742705,21.96924867614113,63373000.0
2010-01-26,22.16460609436035,22.427576283789243,21.856555751423496,21.939203893748296,66639900.0
2010-01-27,22.29233741760254,22.405038533213933,21.8039649612382,22.051907988812246,63949500.0
2010-01-28,21.909143447875977,22.442597277071638,21.70628066354501,22.420056490010914,117513700.0
2010-01-29,21.172832489013672,22.48016830469287,20.78213403382528,22.465141110322826,193888500.0
2010-02-01,21.34564208984375,21.39823583993672,20.97748440612076,21.3306148946537,85931100.0
2010-02-02,21.383211135864254,21.413265529745654,21.142781717102554,21.31559161577586,54413700.0
2010-02-03,21.51093292236328,21.631149028371247,21.12774954804966,21.2329370286007,61397900.0
2010-02-04,20.917383193969727,21.413269316118235,20.89484239457293,21.323107551603677,77850000.0
2010-02-05,21.05261993408203,21.247969181476744,20.714515191846512,21.037592738188835,80960100.0
2010-02-08,20.82722282409668,21.09770670267999,20.714521685711208,21.045112933638286,52820600.0
2010-02-09,21.045106887817383,21.293049894265646,20.84975763530173,21.015052495243136,59195800.0
2010-02-10,21.030075073242188,21.217910686364828,20.917373991983,21.06012945921637,48591300.0
2010-02-11,21.12775611877441,21.33813114530305,20.81219214590908,20.985000612863992,65993700.0
2010-02-12,20.984996795654297,21.08267069262233,20.722026627255875,20.894835062776615,81117200.0
2010-02-16,21.40017509460449,21.41527256523432,21.151072588308526,21.234105797224483,51935600.0
2010-02-17,21.581335067749023,21.626626028626173,21.407718517908545,21.536044106871877,45882900.0
2010-02-18,21.86817169189453,21.913464075877176,21.520938719999872,21.58132712553691,42856500.0
2010-02-19,21.717212677001957,21.83044081621848,21.656824240101543,21.73231014617053,44451800.0
2010-02-22,21.68701934814453,21.845539906631227,21.62663090676246,21.770053994960136,36707100.0
2010-02-23,21.38507461547852,21.762502689482567,21.203909312729436,21.64927455523612,52266200.0
2010-02-24,21.61152648925781,21.732304772970725,21.42281249063086,21.528493308907965,43165900.0
2010-02-25,21.58888816833496,21.626630403405056,21.151071618561566,21.33978567346,48735300.0
2010-02-26,21.641725540161133,21.777599875403308,21.52094867322894,21.626628071851155,40370600.0
2010-03-01,21.90592384338379,21.928568604386747,21.536044536007054,21.71720982289931,43805400.0
2010-03-02,21.483200073242188,22.11727919903686,21.317132279257294,21.951211405051968,93123900.0
2010-03-03,21.483200073242188,21.596429619813268,21.400166896136486,21.520943735357047,48442100.0
2010-03-04,21.61152648925781,21.626623954693617,21.339779310281017,21.483200912600545,42890600.0
2010-03-05,21.581335067749023,21.64927222895159,21.45300947878569,21.63417476206798,56001800.0
2010-03-08,21.61152648925781,21.83798415147428,21.51339584347216,21.528493308907965,39414500.0
2010-03-09,21.739858627319336,21.97386509288025,21.55114457173575,21.55869330673197,50271600.0
2010-03-10,21.86817169189453,21.97385248141421,21.73984615015669,21.78513853413933,44891400.0
2010-03-11,22.026691436767575,22.03424016718477,21.7775890920928,21.807782573988444,35349700.0
2010-03-12,22.094633102416992,22.17766627449017,21.92101658653178,22.132375322470857,31700200.0
2010-03-15,22.10972785949707,22.170116268054056,21.898367709661,22.02669325781625,37512000.0
2010-03-16,22.170116424560547,22.26069831814886,22.0417908754994,22.207858640260135,36723500.0
2010-03-17,22.366382598876957,22.54754930549194,22.19276606479227,22.268251952586255,50385700.0
2010-03-18,22.35128402709961,22.43431719841848,22.26824941600735,22.36638005111997,43845200.0
2010-03-19,22.336196899414062,22.57020193740987,22.155031569374657,22.464522521497067,81332100.0
2010-03-22,22.34374046325684,22.419226359911924,22.18521993630377,22.268254566601744,37718200.0
2010-03-23,22.55509757995605,22.57019504612653,22.200315763591675,22.336190079578685,42026600.0
2010-03-24,22.381479263305664,22.53245103349001,22.343737040646328,22.43431895093813,33987700.0
2010-03-25,22.653221130371094,23.075939945370425,22.49470067488817,22.51734686560661,73168700.0
2010-03-26,22.38903045654297,22.796653416977936,22.336190763102955,22.71361879027296,55595500.0
2010-03-29,22.336196899414062,22.5098134940634,22.3060019578538,22.42677884454673,33336000.0
2010-03-30,22.47206687927246,22.540004044774665,22.268255382765847,22.366386044172486,34954800.0
2010-03-31,22.10972785949707,22.43431465563261,22.019144526774973,22.37392624707562,63760000.0
2010-04-01,22.01160430908203,22.29845044050008,21.60398275361136,22.155027374791054,74768100.0
2010-04-05,22.094633102416992,22.21540993431744,21.913467854566328,21.98895229467405,34331200.0
2010-04-06,22.13237571716309,22.328638432444663,21.875724584854368,22.004050151008727,47366800.0
2010-04-07,22.1550235748291,22.31354264149738,21.99650306838728,22.01160053371956,58318800.0
2010-04-08,22.585285186767575,22.63057613081527,22.117273965697557,22.13237142697117,63713800.0
2010-04-09,22.902328491210938,22.95516817470092,22.57019148670811,22.60793514618195,54752500.0
2010-04-12,22.88723945617676,23.0155650660999,22.80420481452828,22.83439975322733,37068800.0
2010-04-13,22.98537254333496,23.023114778537725,22.74381734280573,22.75891481279643,41374600.0
2010-04-14,23.26466178894043,23.40053609988417,23.143884943606785,23.24201703029885,68941200.0
2010-04-15,23.30240249633789,23.362790911342582,23.18162422655513,23.2646588371016,52745400.0
2010-04-16,23.151430130004883,23.38543505202154,23.098590448237253,23.24201347001607,88703100.0
2010-04-19,23.43073463439941,23.589253728362596,23.219374402674724,23.226923136640654,64970300.0
2010-04-20,23.672286987304688,23.73267541575093,23.49866899571976,23.56660615769349,52199500.0
2010-04-21,23.64964485168457,23.77797046416148,23.574158943208637,23.64964485168457,55343100.0
2010-04-22,23.69493103027344,23.800611856683023,23.32505173727404,23.430732563683627,84847600.0
2010-04-23,23.37033462524414,23.83834584970453,23.136329732900528,23.49111287653486,126766600.0
2010-04-26,23.48357391357422,23.611899509158867,23.2948598871129,23.400539281203635,63649300.0
2010-04-27,23.28730583190918,23.58924791729588,23.211819950619144,23.36279171319921,68730900.0
2010-04-28,23.33260536193848,23.40054253609616,23.11369780947681,23.34015409681977,64557900.0
2010-04-29,23.400531768798828,23.725120020471703,23.15142939143158,23.347692088716883,52665200.0
2010-04-30,23.053298950195312,23.460920371124068,23.03820148725672,23.45337163965477,63214800.0
2010-05-03,23.294849395751957,23.44581968506388,23.083489262987527,23.15142639709848,43989500.0
2010-05-04,22.74381256103516,23.060852165313957,22.456967890389425,23.038207404862835,82085600.0
2010-05-05,22.532451629638672,22.71361689478893,22.411674786205165,22.47206320792192,66833800.0
2010-05-06,21.87572860717773,22.555098783593287,21.0680328410124,22.33619127153407,128613000.0
2010-05-07,21.294483184814453,21.853077789928044,20.622661928081577,21.83798032713615,173718100.0
2010-05-10,21.845537185668945,22.253158754283284,21.67191917851815,21.89837688532508,86653300.0
2010-05-11,21.80023765563965,22.3814770414428,21.566232730880294,21.649267340215992,63789400.0
2010-05-12,22.222963333129883,22.32864272329221,21.830437827135945,21.87572878866641,47146800.0
2010-05-13,22.071992874145508,22.441872201816903,22.02670190988083,22.08709034215833,45188800.0
2010-05-14,21.83799171447754,22.04935054468312,21.619082709165703,22.04180324912496,63334000.0
2010-05-17,21.845537185668945,22.06444471849776,21.475657848302177,21.981411521798336,46053300.0
2010-05-18,21.68629646301269,21.989601015349688,21.534643463709106,21.891027578191483,52690600.0
2010-05-19,21.413328170776367,21.754546800097224,21.072110987726138,21.62564214527275,61746700.0
2010-05-20,20.556486129760746,21.110017119316783,20.50340801381293,20.965946914408292,87991100.0
2010-05-21,20.35175895690918,20.55649011202922,20.04845434540012,20.19252313194788,117596300.0
2010-05-24,19.91954231262207,20.366916990929496,19.91195951936449,20.359334197671924,73711700.0
2010-05-25,19.767898559570312,19.965046937405607,19.2446971509409,19.44942832557032,98373600.0
2010-05-26,18.96413993835449,20.177359884693093,18.622921331291263,19.889219406224026,176684100.0
2010-05-27,19.714818954467773,19.987793833566965,19.51008779514338,19.51008779514338,136433600.0
2010-05-28,19.563167572021484,19.805812732941888,19.45701130842986,19.593498759488018,67496900.0
2010-06-01,19.631410598754883,19.949880824464177,19.350854356029178,19.358437152625893,76152400.0
2010-06-02,20.063615798950195,20.078781389058204,19.51008477644029,19.76031122814136,65718800.0
2010-06-03,20.36692237854004,20.42000049911376,20.025703823037123,20.13186006418456,67837000.0
2010-06-04,19.55558204650879,20.14702561313283,19.426677419837084,19.790642914108847,89832200.0
2010-06-07,19.17644691467285,19.585907647746893,19.13853294643544,19.57832485409941,80456200.0
2010-06-08,19.039968490600582,19.15370755635119,18.691167049858617,19.146124759131727,87355000.0
2010-06-09,18.79731750488281,19.35084847168647,18.766986327719263,19.12336898177022,87794000.0
2010-06-10,18.95655059814453,19.070289612479392,18.78973347353807,19.055124024896067,78930900.0
2010-06-11,19.45699882507324,19.502494130813226,18.78214624589632,18.986877291130785,68057700.0
